污染物,R2,RMSE,MAE,sMAPE(%)
PM2.5,-1.3674472792273429,24.835113223058954,21.56749428072656,64.94590462897135
PM10,-1.2393396672663557,37.45806575559638,33.00828548138748,69.15142630124465
O3,-1.4835695048811148,33.0288191842641,29.317393928004144,119.3706297221995
NO2,-3.4041882561614605,28.924722323843138,25.740349786278376,91.20554226965926
SO2,-1.1076305892858382,1.1599353306739395,0.967996506479194,71.0464390160111
CO,-4.829110051998731,0.5356052490433985,0.4715467764904489,133.49094784289807
