污染物,本文 R2,基准 R2,本文 RMSE,基准 RMSE,误差降低率(%)
PM2.5,0.9942951018418142,0.9318805825298138,1.0572121152570795,3.6532016578531734,71.0606691260959
PM10,0.9936007046896083,0.932177145461403,1.9048586554180715,6.201328130992207,69.28305332049418
O3,0.9949386063201987,0.9304019563828081,1.4036382381125303,5.204974995701934,73.03275732791032
NO2,0.9944729466067098,0.9243032410587121,1.0286528283413594,3.8068050522560717,72.97857877613835
SO2,0.7867193242642012,0.7453946383106186,0.3767157385195728,0.4115966043420212,8.474527110885429
CO,0.9683593839916489,0.8982433828966476,0.03966120452881216,0.07112540705972631,44.23764141622788
