位置 (米 m) 运行#1,相对强度 运行#1,位置 (米 m) 运行#2,相对强度 运行#2,位置 (米 m) 运行#3,相对强度 运行#3,位置 (米 m) 运行#4,相对强度 运行#4
0.029588,0.099274,0.014774,0.046585,0.0000,0.022781,0.022329,0.024414
0.029666,0.10152,0.014833,0.046280,0.0000,0.023193,0.022408,0.028580
0.029745,0.10437,0.014892,0.044250,0.0000,0.022888,0.022487,0.028885
0.029824,0.10091,0.014952,0.043839,0.0000,0.021759,0.022565,0.028275
0.029903,0.10162,0.015011,0.048721,0.0000,0.022171,0.022625,0.027771
0.029982,0.10213,0.015070,0.049530,0.0000,0.023804,0.022703,0.029800
0.030061,0.10518,0.015109,0.046173,0.0000,0.023590,0.022782,0.030411
0.030140,0.10396,0.015169,0.047195,0.0000,0.022476,0.022842,0.027771
0.030238,0.10345,0.015228,0.049530,0.0000,0.023392,0.022920,0.025833
0.030317,0.10487,0.015287,0.047806,0.0000,0.022675,0.022999,0.027557
0.030396,0.10558,0.015326,0.048416,0.0000,0.023285,0.023059,0.026031
0.030475,0.10405,0.015366,0.047089,0.0000,0.023392,0.023118,0.025528
0.030554,0.10355,0.015425,0.050751,0.0000,0.022675,0.023177,0.024612
0.030633,0.10263,0.015464,0.052490,0.0000,0.023193,0.023236,0.024811
0.030712,0.10426,0.015524,0.048721,0.0000,0.023895,0.023295,0.024506
0.030791,0.10100,0.015583,0.050659,0.0000,0.024918,0.023374,0.024200
0.030870,0.10213,0.015642,0.052490,0.0000,0.021454,0.023453,0.024109
0.030949,0.10599,0.015701,0.051468,0.0000,0.024200,0.023552,0.025940
0.031008,0.10498,0.015760,0.051468,0.0000,0.025528,0.023631,0.026642
0.031087,0.10365,0.015819,0.052490,0.0000,0.025116,0.023690,0.025833
0.031146,0.10304,0.015879,0.052887,0.0000,0.021973,0.023769,0.027466
0.031225,0.10304,0.015938,0.054718,0.0000,0.022369,0.023867,0.029602
0.031304,0.10263,0.015997,0.051468,0.0000,0.023895,0.023946,0.027771
0.031363,0.10213,0.016036,0.055328,0.0000,0.024506,0.024045,0.025330
0.031442,0.10355,0.016096,0.055130,0.0000,0.021057,0.024124,0.024200
0.031501,0.10609,0.016135,0.054413,0.0000,0.021667,0.024203,0.026749
0.031560,0.10629,0.016174,0.056961,0.0000,0.025421,0.024281,0.025330
0.031619,0.10529,0.016234,0.053101,0.0000,0.023590,0.024360,0.023804
0.031678,0.10416,0.016273,0.058792,0.0000,0.022278,0.024439,0.024918
0.031738,0.10468,0.016332,0.059097,0.0000,0.024719,0.024518,0.024506
0.031797,0.10548,0.016372,0.057877,0.0000,0.023697,0.024597,0.026337
0.031876,0.10233,0.016431,0.058289,0.0000,0.023804,0.024656,0.023804
0.031915,0.10172,0.016490,0.059402,0.0000,0.022888,0.024735,0.024719
0.031974,0.10426,0.016549,0.061432,0.0000,0.022278,0.024794,0.024612
0.032033,0.10487,0.016589,0.058075,0.0000,0.024918,0.024873,0.025528
0.032093,0.10477,0.016648,0.061737,0.0000,0.023193,0.024932,0.024719
0.032132,0.10233,0.016707,0.060410,0.0000,0.022675,0.024992,0.025116
0.032191,0.10457,0.016766,0.063782,0.0000,0.023804,0.025070,0.027466
0.032231,0.10437,0.016825,0.062454,0.0000,0.023895,0.025130,0.026031
0.032290,0.10294,0.016885,0.061646,0.0000,0.022888,0.025209,0.024506
0.032329,0.10040,0.016944,0.064896,0.0000,0.021255,0.025268,0.024612
0.032388,0.10040,0.017003,0.064087,0.0000,0.024109,0.025347,0.026443
0.032428,0.10304,0.017062,0.062454,0.0000,0.025116,0.025426,0.025620
0.032487,0.099792,0.017121,0.063782,0.0000,0.021561,0.025504,0.025330
0.032527,0.10100,0.017200,0.067535,0.0000,0.023895,0.025603,0.024719
0.032586,0.10345,0.017259,0.066620,0.0000,0.023697,0.025682,0.025620
0.032625,0.10396,0.017319,0.065399,0.0000,0.023087,0.025761,0.024719
0.032684,0.10233,0.017378,0.067947,0.0000,0.023392,0.025840,0.022278
0.032744,0.098969,0.017457,0.070282,0.0000,0.022171,0.025919,0.023285
0.032783,0.10355,0.017516,0.071716,0.0000,0.023804,0.025998,0.023697
0.032842,0.10376,0.017575,0.068756,0.0000,0.024109,0.026076,0.024506
0.032882,0.10243,0.017634,0.071808,0.0000,0.023697,0.026175,0.024811
0.032941,0.10049,0.017674,0.070587,0.0000,0.021362,0.026254,0.025330
0.033000,0.10304,0.017733,0.074158,0.0000,0.021866,0.026353,0.025528
0.033039,0.10416,0.017792,0.072113,0.0000,0.025223,0.026432,0.025223
0.033099,0.10080,0.017851,0.072937,0.0000,0.021759,0.026530,0.023193
0.033158,0.10040,0.017930,0.075684,0.0000,0.021759,0.026609,0.023590
0.033217,0.10233,0.017989,0.077606,0.0000,0.023285,0.026688,0.025330
0.033276,0.10182,0.018048,0.075073,0.0000,0.023590,0.026787,0.025024
0.033335,0.10223,0.018108,0.073746,0.0000,0.023590,0.026865,0.023087
0.033375,0.098969,0.018167,0.077911,0.0000,0.021454,0.026964,0.022278
0.033434,0.10100,0.018226,0.078934,0.0000,0.023804,0.027043,0.026749
0.033493,0.10243,0.018285,0.078735,0.0000,0.024811,0.027122,0.023193
0.033552,0.10010,0.018344,0.076797,0.0000,0.025116,0.027201,0.022583
0.033592,0.098160,0.018403,0.080658,0.0000,0.023087,0.027280,0.025330
0.033651,0.098465,0.018463,0.081680,0.0000,0.024612,0.027359,0.024109
0.033710,0.099182,0.018542,0.079437,0.0000,0.023590,0.027437,0.024200
0.033769,0.096741,0.018601,0.081268,0.0000,0.024002,0.027516,0.023392
0.033828,0.095413,0.018660,0.081879,0.0000,0.022278,0.027595,0.023193
0.033868,0.098358,0.018719,0.081985,0.0000,0.022675,0.027674,0.024811
0.033927,0.10040,0.018778,0.082092,0.0000,0.024200,0.027733,0.025421
0.033986,0.098572,0.018857,0.081985,0.0000,0.022064,0.027812,0.022583
0.034045,0.097656,0.018916,0.083923,0.0000,0.021866,0.027891,0.024811
0.034105,0.097244,0.018975,0.087067,0.0000,0.024200,0.027970,0.024414
0.034164,0.095718,0.019054,0.086060,0.0000,0.025024,0.028029,0.026550
0.034203,0.096527,0.019114,0.086456,0.0000,0.023697,0.028108,0.023087
0.034262,0.094086,0.019173,0.086563,0.0000,0.022583,0.028187,0.025024
0.034322,0.096939,0.019252,0.088501,0.0000,0.023804,0.028266,0.026642
0.034361,0.098358,0.019311,0.087891,0.0000,0.024002,0.028345,0.026245
0.034420,0.092667,0.019390,0.086456,0.0000,0.023193,0.028443,0.022583
0.034460,0.095612,0.019449,0.088394,0.0000,0.023087,0.028542,0.026031
0.034519,0.093582,0.019508,0.088196,0.0000,0.024109,0.028621,0.024719
0.034558,0.095306,0.019547,0.088394,0.0000,0.025116,0.028720,0.025528
0.034598,0.092972,0.019607,0.086365,0.0000,0.024506,0.028799,0.022781
0.034657,0.092255,0.019666,0.090027,0.0000,0.022476,0.028897,0.024002
0.034696,0.091949,0.019725,0.090942,0.0000,0.023392,0.028976,0.025940
0.034736,0.094910,0.019784,0.087372,0.0000,0.024002,0.029075,0.024307
0.034775,0.091141,0.019843,0.089310,0.0000,0.023087,0.029154,0.024002
0.034834,0.092056,0.019903,0.091949,0.0000,0.021973,0.029252,0.024414
0.034874,0.091339,0.019981,0.090942,0.0000,0.024506,0.029331,0.026138
0.034913,0.092163,0.020041,0.090225,0.0000,0.024414,0.029410,0.026749
0.034953,0.089417,0.020120,0.090836,0.0000,0.022781,0.029489,0.024414
0.034992,0.089417,0.020179,0.089920,0.0000,0.021866,0.029568,0.026031
0.035032,0.092773,0.020238,0.091949,0.0000,0.021255,0.029647,0.028076
0.035091,0.093475,0.020317,0.089508,0.0000,0.024109,0.029726,0.027771
0.035130,0.089310,0.020376,0.090424,0.0000,0.022171,0.029824,0.026642
0.035170,0.087585,0.020435,0.092773,0.0000,0.022064,0.029923,0.026642
0.035209,0.091034,0.020514,0.091034,0.0000,0.023285,0.030002,0.026947
0.035249,0.091339,0.020573,0.090332,0.0000,0.025421,0.030081,0.024506
0.035308,0.089111,0.020652,0.088501,0.0000,0.023499,0.030179,0.022476
0.035347,0.087784,0.020731,0.091949,0.0000,0.021866,0.030258,0.024200
0.035387,0.088898,0.020790,0.090332,0.0000,0.023087,0.030357,0.027054
0.035426,0.090225,0.020869,0.091339,0.0000,0.024612,0.030436,0.029083
0.035466,0.085648,0.020928,0.090118,0.0000,0.022369,0.030515,0.026443
0.035505,0.085846,0.021007,0.092056,0.0000,0.021866,0.030593,0.028778
0.035564,0.087067,0.021066,0.092361,0.0000,0.023895,0.030672,0.029297
0.035604,0.088501,0.021145,0.090225,0.0000,0.025528,0.030751,0.030823
0.035643,0.084427,0.021204,0.089508,0.0000,0.025421,0.030850,0.027145
0.035702,0.084427,0.021283,0.091141,0.0000,0.020538,0.030929,0.030106
0.035742,0.086868,0.021342,0.090027,0.0000,0.024109,0.030988,0.029694
0.035801,0.088196,0.021421,0.087372,0.0000,0.024811,0.031067,0.027771
0.035840,0.088089,0.021481,0.089005,0.0000,0.023087,0.031146,0.026550
0.035900,0.085846,0.021559,0.089920,0.0000,0.022675,0.031205,0.023804
0.035939,0.084320,0.021619,0.090729,0.0000,0.022781,0.031284,0.026550
0.035998,0.087173,0.021678,0.088501,0.0000,0.023804,0.031363,0.024506
0.036038,0.081680,0.021757,0.085754,0.0000,0.021973,0.031422,0.024506
0.036097,0.082703,0.021816,0.088898,0.0000,0.021866,0.031501,0.026642
0.036156,0.086060,0.021875,0.089310,0.0000,0.024109,0.031560,0.028473
0.036195,0.083206,0.021934,0.085449,0.0000,0.025726,0.031639,0.029495
0.036255,0.083817,0.021993,0.083511,0.0000,0.024918,0.031698,0.027969
0.036314,0.081177,0.022053,0.088089,0.0000,0.021561,0.031777,0.029694
0.036373,0.082794,0.022112,0.086670,0.0000,0.022781,0.031836,0.033051
0.036432,0.081787,0.022171,0.083817,0.0000,0.023087,0.031915,0.032654
0.036491,0.079437,0.022250,0.082596,0.0000,0.023499,0.031994,0.033463
0.036570,0.080658,0.022309,0.085846,0.0000,0.022064,0.032073,0.031021
0.036629,0.081680,0.022388,0.082184,0.0000,0.022781,0.032152,0.032440
0.036689,0.078934,0.022447,0.080261,0.0000,0.024506,0.032211,0.031830
0.036748,0.078827,0.022506,0.081787,0.0000,0.022171,0.032290,0.028473
0.036807,0.077103,0.022565,0.083008,0.0000,0.022781,0.032369,0.026855
0.036866,0.077515,0.022644,0.082489,0.0000,0.023392,0.032428,0.026245
0.036925,0.076996,0.022703,0.078323,0.0000,0.024109,0.032507,0.024811
0.036984,0.075073,0.022763,0.080154,0.0000,0.022278,0.032586,0.025726
0.037063,0.076904,0.022822,0.078735,0.0000,0.021973,0.032665,0.026550
0.037122,0.077606,0.022881,0.078827,0.0000,0.021255,0.032744,0.029297
0.037182,0.076294,0.022920,0.078430,0.0000,0.022675,0.032822,0.029602
0.037261,0.076797,0.022980,0.078018,0.0000,0.023804,0.032941,0.033157
0.037320,0.074463,0.023039,0.077408,0.0000,0.021973,0.033039,0.034988
0.037399,0.072327,0.023078,0.077911,0.0000,0.022171,0.033118,0.037125
0.037478,0.073135,0.023137,0.076187,0.0000,0.025024,0.033197,0.034073
0.037537,0.072632,0.023197,0.076904,0.0000,0.024918,0.033296,0.030197
0.037616,0.071808,0.023256,0.073944,0.0000,0.021667,0.033394,0.027863
0.037694,0.070801,0.023315,0.075165,0.0000,0.022781,0.033493,0.026337
0.037773,0.072418,0.023394,0.074463,0.0000,0.023697,0.033552,0.026642
0.037833,0.070801,0.023473,0.070587,0.0000,0.022064,0.033631,0.027466
0.037892,0.068146,0.023552,0.070389,0.0000,0.023392,0.033710,0.028168
0.037971,0.068146,0.023631,0.072830,0.0000,0.023499,0.033789,0.031525
0.038030,0.066833,0.023709,0.069473,0.0000,0.023392,0.033868,0.033966
0.038109,0.067947,0.023788,0.066223,0.0000,0.022064,0.033947,0.034683
0.038168,0.064285,0.023848,0.067841,0.0000,0.022064,0.034045,0.038040
0.038247,0.066833,0.023926,0.068253,0.0000,0.021561,0.034124,0.038147
0.038306,0.068359,0.023986,0.066116,0.0000,0.022980,0.034203,0.037628
0.038385,0.064392,0.024065,0.062042,0.0000,0.021973,0.034282,0.035095
0.038444,0.063171,0.024124,0.064896,0.0000,0.020752,0.034361,0.032959
0.038503,0.064590,0.024183,0.061737,0.0000,0.021759,0.034420,0.033051
0.038582,0.064392,0.024242,0.061035,0.0000,0.025620,0.034499,0.029495
0.038641,0.063873,0.024301,0.060623,0.0000,0.022675,0.034578,0.027557
0.038720,0.063263,0.024360,0.062958,0.0000,0.023193,0.034637,0.024109
0.038799,0.063370,0.024420,0.059906,0.0000,0.022278,0.034696,0.026443
0.038858,0.063263,0.024479,0.060822,0.0000,0.023087,0.034755,0.025024
0.038937,0.063675,0.024538,0.058075,0.0000,0.023804,0.034815,0.025528
0.039016,0.061539,0.024597,0.060516,0.0000,0.022369,0.034874,0.025421
0.039095,0.059097,0.024656,0.058685,0.0000,0.023895,0.034933,0.028275
0.039174,0.061035,0.024715,0.054016,0.0000,0.024109,0.034992,0.030197
0.039253,0.058685,0.024755,0.056961,0.0000,0.022888,0.035032,0.031219
0.039332,0.058380,0.024814,0.055328,0.0000,0.022980,0.035091,0.032440
0.039391,0.056854,0.024873,0.056961,0.0000,0.022476,0.035170,0.035706
0.039470,0.061844,0.024932,0.056152,0.0000,0.024811,0.035209,0.035400
0.039549,0.057465,0.024972,0.053192,0.0000,0.022583,0.035268,0.035400
0.039628,0.056458,0.025031,0.054413,0.0000,0.021454,0.035327,0.039261
0.039706,0.056854,0.025090,0.056046,0.0000,0.022675,0.035387,0.040588
0.039766,0.059097,0.025149,0.050858,0.0000,0.023590,0.035466,0.037125
0.039845,0.056961,0.025209,0.052078,0.0000,0.022888,0.035525,0.035797
0.039923,0.055237,0.025268,0.052383,0.0000,0.022675,0.035584,0.034073
0.039983,0.055130,0.025327,0.051163,0.0000,0.023193,0.035643,0.031433
0.040061,0.057358,0.025386,0.052383,0.0000,0.022583,0.035702,0.031128
0.040140,0.052185,0.025445,0.049225,0.0000,0.022369,0.035781,0.028168
0.040200,0.053909,0.025504,0.048721,0.0000,0.020538,0.035840,0.026245
0.040278,0.053192,0.025564,0.050446,0.0000,0.022278,0.035919,0.026031
0.040357,0.055328,0.025603,0.050354,0.0000,0.022583,0.035998,0.027252
0.040436,0.053711,0.025662,0.048218,0.0000,0.022369,0.036077,0.027863
0.040515,0.052185,0.025721,0.049026,0.0000,0.020844,0.036156,0.032349
0.040594,0.053406,0.025781,0.048004,0.0000,0.022278,0.036215,0.037628
0.040673,0.053604,0.025840,0.045471,0.0000,0.022888,0.036294,0.037018
0.040752,0.051361,0.025899,0.044861,0.0000,0.021667,0.036393,0.033966
0.040831,0.051361,0.025938,0.047195,0.0000,0.020844,0.036472,0.033463
0.040910,0.049637,0.025998,0.045059,0.0000,0.022675,0.036531,0.031525
0.040989,0.052277,0.026057,0.044556,0.0000,0.023590,0.036610,0.032547
0.041048,0.050964,0.026116,0.043640,0.0000,0.022980,0.036689,0.026642
0.041127,0.049133,0.026175,0.045776,0.0000,0.022278,0.036767,0.026947
0.041206,0.051666,0.026234,0.046082,0.0000,0.025330,0.036866,0.026855
0.041284,0.050446,0.026293,0.044037,0.0000,0.023590,0.036945,0.025330
0.041363,0.051880,0.026353,0.041092,0.0000,0.022064,0.037024,0.024506
0.041462,0.049942,0.026392,0.042313,0.0000,0.019928,0.037122,0.030197
0.041541,0.049438,0.026451,0.043427,0.0000,0.021973,0.037201,0.032745
0.041620,0.052185,0.026510,0.041702,0.0000,0.025421,0.037280,0.032959
0.041699,0.049728,0.026570,0.040985,0.0000,0.024414,0.037359,0.032852
0.041797,0.050247,0.026629,0.041290,0.0000,0.021973,0.037458,0.031738
0.041876,0.051880,0.026688,0.042419,0.0000,0.022980,0.037537,0.032547
0.041935,0.052689,0.026727,0.041290,0.0000,0.022781,0.037616,0.029388
0.042014,0.052185,0.026787,0.041504,0.0000,0.023087,0.037675,0.028885
0.042093,0.050140,0.026846,0.042007,0.0000,0.022675,0.037754,0.025528
0.042172,0.051056,0.026905,0.041901,0.0000,0.021362,0.037833,0.026947
0.042231,0.052780,0.026964,0.040985,0.0000,0.025726,0.037892,0.027557
0.042310,0.049026,0.027023,0.040070,0.0000,0.022171,0.037971,0.024918
0.042389,0.051468,0.027063,0.043427,0.0000,0.022980,0.038030,0.024918
0.042468,0.052277,0.027122,0.042923,0.0000,0.024414,0.038109,0.026138
0.042547,0.054306,0.027181,0.041702,0.0000,0.023499,0.038168,0.027145
0.042626,0.052185,0.027221,0.041199,0.0000,0.022781,0.038247,0.025024
0.042685,0.052887,0.027280,0.042313,0.0000,0.020538,0.038306,0.029388
0.042764,0.052689,0.027339,0.043228,0.0000,0.023193,0.038385,0.028580
0.042843,0.053909,0.027378,0.041397,0.0000,0.024612,0.038444,0.029190
0.042902,0.055130,0.027418,0.042114,0.0000,0.023697,0.038503,0.029602
0.042981,0.053192,0.027477,0.042618,0.0000,0.021255,0.038582,0.028885
0.043040,0.056046,0.027536,0.043945,0.0000,0.023285,0.038641,0.028580
0.043099,0.055832,0.027576,0.041504,0.0000,0.024109,0.038720,0.029602
0.043178,0.055634,0.027635,0.042313,0.0000,0.021667,0.038779,0.027466
0.043257,0.057465,0.027674,0.046692,0.0000,0.021454,0.038839,0.026550
0.043316,0.055832,0.027733,0.047195,0.0000,0.022583,0.038917,0.027863
0.043395,0.060516,0.027793,0.045563,0.0000,0.023697,0.038996,0.026443
0.043474,0.057571,0.027832,0.044037,0.0000,0.023697,0.039056,0.025528
0.043553,0.058990,0.027891,0.046082,0.0000,0.021454,0.039115,0.025620
0.043632,0.061844,0.027950,0.047195,0.0000,0.022369,0.039194,0.024200
0.043711,0.063370,0.028010,0.047302,0.0000,0.023285,0.039272,0.025528
0.043790,0.060013,0.028069,0.045258,0.0000,0.022476,0.039351,0.024506
0.043888,0.063568,0.028128,0.047195,0.0000,0.023499,0.039430,0.022980
0.043967,0.063065,0.028187,0.050140,0.0000,0.022675,0.039509,0.025620
0.044046,0.066223,0.028246,0.048828,0.0000,0.023499,0.039588,0.026550
0.044125,0.067947,0.028305,0.050049,0.0000,0.022369,0.039687,0.025620
0.044204,0.065704,0.028365,0.052078,0.0000,0.021759,0.039785,0.026550
0.044302,0.071198,0.028424,0.052185,0.0000,0.023590,0.039884,0.025330
0.044381,0.070587,0.028503,0.051361,0.0000,0.024200,0.039963,0.022476
0.044460,0.071503,0.028562,0.052277,0.0000,0.022781,0.040061,0.024002
0.044519,0.074768,0.028621,0.054016,0.0000,0.021454,0.040160,0.024918
0.044598,0.075165,0.028680,0.056763,0.0000,0.021057,0.040259,0.026337
0.044677,0.079956,0.028759,0.055542,0.0000,0.024719,0.040357,0.024109
0.044756,0.078430,0.028818,0.055634,0.0000,0.022476,0.040456,0.022583
0.044835,0.077713,0.028897,0.057465,0.0000,0.023193,0.040555,0.025421
0.044914,0.081268,0.028956,0.061539,0.0000,0.022171,0.040653,0.026550
0.044993,0.084534,0.029015,0.057358,0.0000,0.024719,0.040752,0.025330
0.045072,0.090637,0.029075,0.060623,0.0000,0.025833,0.040831,0.021362
0.045151,0.086060,0.029134,0.063873,0.0000,0.020645,0.040929,0.023895
0.045229,0.088501,0.029213,0.064590,0.0000,0.022369,0.041008,0.025833
0.045308,0.092773,0.029272,0.065002,0.0000,0.023285,0.041107,0.024918
0.045368,0.099274,0.029331,0.065613,0.0000,0.023590,0.041206,0.022980
0.045427,0.096222,0.029390,0.065811,0.0000,0.022476,0.041304,0.025421
0.045486,0.099380,0.029449,0.069275,0.0000,0.022278,0.041383,0.024506
0.045545,0.10651,0.029509,0.066620,0.0000,0.025330,0.041482,0.027054
0.045604,0.10233,0.029568,0.068359,0.0000,0.021561,0.041580,0.023697
0.045663,0.10193,0.029627,0.073029,0.0000,0.024200,0.041659,0.025330
0.045723,0.10396,0.029686,0.074249,0.0000,0.025024,0.041758,0.025833
0.045782,0.10558,0.029765,0.072418,0.0000,0.025223,0.041837,0.025940
0.045841,0.10690,0.029824,0.072327,0.0000,0.023285,0.041916,0.024002
0.045900,0.10701,0.029903,0.076797,0.0000,0.021057,0.042014,0.026550
0.045959,0.10925,0.029962,0.080353,0.0000,0.021973,0.042093,0.025833
0.046018,0.11220,0.030021,0.079956,0.0000,0.024307,0.042172,0.025528
0.046078,0.11220,0.030100,0.078018,0.0000,0.022476,0.042251,0.025726
0.046137,0.11261,0.030160,0.082703,0.0000,0.021057,0.042350,0.025421
0.046216,0.11566,0.030238,0.086060,0.0000,0.022675,0.042448,0.025528
0.046275,0.11749,0.030298,0.082794,0.0000,0.023087,0.042527,0.026138
0.046334,0.12094,0.030357,0.086258,0.0000,0.022675,0.042606,0.025330
0.046393,0.11871,0.030416,0.085144,0.0000,0.021973,0.042705,0.025330
0.046472,0.12288,0.030475,0.090332,0.0000,0.022171,0.042784,0.026749
0.046531,0.12491,0.030534,0.089005,0.0000,0.023697,0.042882,0.028580
0.046590,0.12604,0.030593,0.089615,0.0000,0.022278,0.042981,0.028076
0.046650,0.12878,0.030653,0.092255,0.0000,0.021255,0.043079,0.031433
0.046729,0.13326,0.030712,0.096329,0.0000,0.023804,0.043198,0.029602
0.046788,0.13397,0.030771,0.095612,0.0000,0.025223,0.043277,0.029083
0.046847,0.13692,0.030830,0.093781,0.0000,0.022064,0.043375,0.027466
0.046926,0.13589,0.030889,0.095718,0.0000,0.021866,0.043494,0.026550
0.046985,0.14108,0.030949,0.10091,0.0000,0.022476,0.043592,0.025116
0.047064,0.14291,0.031008,0.10121,0.0000,0.023499,0.043711,0.026443
0.047143,0.14577,0.031067,0.099792,0.0000,0.022369,0.043790,0.027252
0.047222,0.14821,0.031106,0.10263,0.0000,0.021057,0.043888,0.031525
0.047281,0.15309,0.031166,0.10457,0.0000,0.022171,0.043987,0.034576
0.047360,0.15309,0.031225,0.10558,0.0000,0.023804,0.044085,0.036316
0.047439,0.15808,0.031284,0.10558,0.0000,0.022980,0.044184,0.037537
0.047518,0.15706,0.031323,0.10854,0.0000,0.021362,0.044263,0.037430
0.047596,0.16357,0.031382,0.11006,0.0000,0.023804,0.044362,0.037537
0.047695,0.16815,0.031442,0.11015,0.0000,0.025330,0.044440,0.033768
0.047774,0.17151,0.031501,0.10995,0.0000,0.022675,0.044539,0.029495
0.047853,0.16876,0.031560,0.11189,0.0000,0.021255,0.044618,0.027863
0.047951,0.17944,0.031599,0.11342,0.0000,0.024200,0.044717,0.029297
0.048030,0.18188,0.031659,0.11281,0.0000,0.024307,0.044815,0.027252
0.048129,0.19379,0.031718,0.11159,0.0000,0.022369,0.044894,0.026642
0.048208,0.19714,0.031777,0.11292,0.0000,0.022675,0.044993,0.027771
0.048307,0.19714,0.031836,0.11667,0.0000,0.022781,0.045072,0.034073
0.048385,0.20111,0.031895,0.11575,0.0000,0.025833,0.045151,0.036407
0.048464,0.21179,0.031955,0.11942,0.0000,0.024109,0.045249,0.039368
0.048543,0.21169,0.032014,0.12288,0.0000,0.022278,0.045328,0.045776
0.048642,0.21494,0.032053,0.12318,0.0000,0.022476,0.045407,0.048309
0.048721,0.23061,0.032132,0.11819,0.0000,0.023895,0.045486,0.048218
0.048800,0.22379,0.032191,0.12308,0.0000,0.024200,0.045584,0.045868
0.048879,0.22745,0.032250,0.12491,0.0000,0.021667,0.045663,0.042419
0.048957,0.23590,0.032310,0.12512,0.0000,0.022675,0.045742,0.038147
0.049017,0.24667,0.032369,0.12613,0.0000,0.024612,0.045861,0.031326
0.049096,0.24281,0.032428,0.12318,0.0000,0.023087,0.045959,0.027969
0.049174,0.24261,0.032487,0.12878,0.0000,0.021667,0.046058,0.031937
0.049253,0.25635,0.032546,0.13040,0.0000,0.025223,0.046157,0.037537
0.049332,0.25299,0.032605,0.12746,0.0000,0.024200,0.046235,0.043335
0.049391,0.25552,0.032645,0.12848,0.0000,0.024307,0.046354,0.052490
0.049470,0.26662,0.032704,0.13092,0.0000,0.022064,0.046472,0.055832
0.049549,0.26967,0.032744,0.12878,0.0000,0.023804,0.046571,0.053192
0.049648,0.27577,0.032783,0.13162,0.0000,0.024612,0.046669,0.045670
0.049727,0.27699,0.032842,0.13203,0.0000,0.024414,0.046768,0.036514
0.049806,0.28513,0.032882,0.13275,0.0000,0.021973,0.046867,0.030609
0.049885,0.28726,0.032921,0.13448,0.0000,0.021667,0.046985,0.027664
0.049963,0.29276,0.032960,0.13203,0.0000,0.025726,0.047084,0.030518
0.050042,0.29999,0.033000,0.13051,0.0000,0.023804,0.047182,0.037430
0.050121,0.30324,0.033059,0.13336,0.0000,0.022781,0.047261,0.048004
0.050200,0.31006,0.033099,0.13753,0.0000,0.021973,0.047340,0.058380
0.050279,0.31708,0.033138,0.13559,0.0000,0.023392,0.047439,0.063065
0.050358,0.32175,0.033177,0.13345,0.0000,0.023285,0.047518,0.061432
0.050437,0.32155,0.033237,0.13702,0.0000,0.022583,0.047596,0.063675
0.050516,0.32765,0.033276,0.13681,0.0000,0.023499,0.047675,0.059402
0.050595,0.33681,0.033316,0.13763,0.0000,0.024719,0.047754,0.049728
0.050674,0.33853,0.033375,0.13539,0.0000,0.023193,0.047833,0.046585
0.050752,0.34586,0.033414,0.13773,0.0000,0.022583,0.047892,0.039154
0.050831,0.35207,0.033454,0.13925,0.0000,0.023193,0.047971,0.034683
0.050910,0.35664,0.033493,0.13733,0.0000,0.024307,0.048050,0.032242
0.050989,0.36122,0.033552,0.13722,0.0000,0.023697,0.048129,0.027054
0.051048,0.36539,0.033592,0.13986,0.0000,0.021057,0.048188,0.027771
0.051127,0.37099,0.033631,0.13986,0.0000,0.021759,0.048267,0.030304
0.051206,0.37750,0.033671,0.13763,0.0000,0.024811,0.048326,0.031433
0.051285,0.38095,0.033690,0.13814,0.0000,0.024002,0.048405,0.036819
0.051344,0.38899,0.033730,0.13895,0.0000,0.021973,0.048484,0.045166
0.051423,0.39560,0.033769,0.13722,0.0000,0.021973,0.048543,0.057678
0.051502,0.40231,0.033809,0.13824,0.0000,0.025421,0.048622,0.058075
0.051581,0.40395,0.033868,0.13641,0.0000,0.022980,0.048681,0.059906
0.051680,0.41219,0.033907,0.13763,0.0000,0.020340,0.048760,0.066116
0.051758,0.41585,0.033947,0.13986,0.0000,0.023193,0.048819,0.064590
0.051837,0.42195,0.033986,0.13600,0.0000,0.024002,0.048879,0.062958
0.051916,0.42581,0.034026,0.13264,0.0000,0.023087,0.048957,0.056656
0.051995,0.43436,0.034065,0.13864,0.0000,0.022064,0.049036,0.050858
0.052074,0.44524,0.034105,0.13814,0.0000,0.022888,0.049096,0.044861
0.052153,0.45074,0.034164,0.13864,0.0000,0.025940,0.049155,0.038452
0.052232,0.45685,0.034203,0.13539,0.0000,0.022369,0.049234,0.033569
0.052291,0.45969,0.034223,0.13844,0.0000,0.021973,0.049332,0.025833
0.052370,0.46854,0.034262,0.13589,0.0000,0.024811,0.049411,0.028885
0.052429,0.47444,0.034302,0.13631,0.0000,0.023499,0.049490,0.037537
0.052508,0.47881,0.034341,0.13580,0.0000,0.023392,0.049569,0.042923
0.052567,0.48105,0.034361,0.13794,0.0000,0.021362,0.049648,0.052887
0.052646,0.48471,0.034400,0.13539,0.0000,0.023499,0.049746,0.062042
0.052725,0.50099,0.034440,0.13702,0.0000,0.024612,0.049825,0.063782
0.052784,0.49977,0.034479,0.13245,0.0000,0.022980,0.049904,0.058487
0.052863,0.50699,0.034499,0.13611,0.0000,0.022781,0.049983,0.055435
0.052942,0.52042,0.034538,0.13814,0.0000,0.022888,0.050062,0.050858
0.053001,0.52155,0.034578,0.13254,0.0000,0.025528,0.050141,0.036209
