位置 (米 m) 运行#1,相对强度 运行#1,位置 (米 m) 运行#2,相对强度 运行#2,位置 (米 m) 运行#3,相对强度 运行#3,位置 (米 m) 运行#4,相对强度 运行#4
0.11740,0.044342,0.083180,0.32236,-1.9725E-5,0.020752,0.11030,0.026550
0.11746,0.042618,0.083220,0.32368,-1.9725E-5,0.024109,0.11036,0.027557
0.11752,0.044144,0.083259,0.32521,-1.9725E-5,0.024811,0.11042,0.024002
0.11760,0.044250,0.083299,0.32388,-1.9725E-5,0.022781,0.11048,0.026138
0.11766,0.042511,0.083358,0.32532,-1.9725E-5,0.022476,0.11054,0.027145
0.11774,0.042007,0.083397,0.32755,-1.9725E-5,0.024811,0.11060,0.026749
0.11780,0.043640,0.083456,0.32887,-1.9725E-5,0.025024,0.11066,0.023392
0.11786,0.046173,0.083496,0.32928,-1.9725E-5,0.021362,0.11072,0.022064
0.11794,0.043228,0.083555,0.32735,-1.9725E-5,0.021149,0.11078,0.026550
0.11801,0.041504,0.083634,0.33173,-1.9725E-5,0.024307,0.11083,0.026642
0.11807,0.045166,0.083693,0.32959,-1.9725E-5,0.024918,0.11089,0.024200
0.11815,0.046280,0.083772,0.33182,-1.9725E-5,0.021759,0.11097,0.024002
0.11821,0.043533,0.083831,0.32837,-1.9725E-5,0.022064,0.11103,0.024414
0.11829,0.044037,0.083910,0.33284,-1.9725E-5,0.025940,0.11109,0.024414
0.11837,0.045776,0.083950,0.33173,-1.9725E-5,0.026550,0.11115,0.023193
0.11843,0.047699,0.084009,0.33020,-1.9725E-5,0.021362,0.11121,0.022064
0.11851,0.043533,0.084048,0.32928,-1.9725E-5,0.020538,0.11127,0.026550
0.11859,0.042618,0.084107,0.33121,-1.9725E-5,0.022980,0.11133,0.027466
0.11867,0.048416,0.084167,0.33173,-1.9725E-5,0.023590,0.11139,0.026031
0.11872,0.049530,0.084206,0.32724,-1.9725E-5,0.022278,0.11145,0.027359
0.11880,0.044754,0.084245,0.32338,-1.9725E-5,0.023285,0.11151,0.028992
0.11888,0.044754,0.084305,0.32571,-1.9725E-5,0.023285,0.11156,0.026550
0.11896,0.047699,0.084364,0.32785,-1.9725E-5,0.024109,0.11162,0.027557
0.11904,0.048920,0.084403,0.32205,-1.9725E-5,0.021973,0.11166,0.026245
0.11912,0.045258,0.084443,0.32094,-1.9725E-5,0.023193,0.11172,0.027252
0.11920,0.044647,0.084482,0.32205,-1.9725E-5,0.024811,0.11178,0.026749
0.11926,0.047501,0.084522,0.31992,-1.9725E-5,0.023697,0.11182,0.026550
0.11934,0.049225,0.084561,0.31891,-1.9725E-5,0.022278,0.11188,0.026337
0.11942,0.046692,0.084601,0.31819,-1.9725E-5,0.022064,0.11194,0.025940
0.11949,0.046173,0.084640,0.32043,-1.9725E-5,0.024109,0.11200,0.026749
0.11955,0.049530,0.084679,0.32013,-1.9725E-5,0.025024,0.11204,0.022888
0.11963,0.049942,0.084719,0.31778,-1.9725E-5,0.023193,0.11210,0.025116
0.11969,0.045059,0.084758,0.31625,-1.9725E-5,0.021561,0.11216,0.024811
0.11977,0.044952,0.084798,0.31656,-1.9725E-5,0.023697,0.11222,0.025620
0.11983,0.049530,0.084837,0.31453,-1.9725E-5,0.025421,0.11227,0.023392
0.11991,0.048111,0.084877,0.31422,-1.9725E-5,0.021454,0.11233,0.024811
0.11999,0.049835,0.084916,0.30792,-1.9725E-5,0.023087,0.11241,0.024719
0.12007,0.048111,0.084956,0.30923,-1.9725E-5,0.024612,0.11247,0.025116
0.12013,0.048218,0.084995,0.30710,-1.9725E-5,0.023392,0.11253,0.025116
0.12020,0.050446,0.085034,0.30324,-1.9725E-5,0.020645,0.11259,0.027359
0.12028,0.048615,0.085074,0.30588,-1.9725E-5,0.020538,0.11265,0.028381
0.12034,0.047913,0.085113,0.30731,-1.9725E-5,0.024719,0.11271,0.030197
0.12042,0.049942,0.085153,0.30609,-1.9725E-5,0.025940,0.11277,0.029694
0.12048,0.048920,0.085192,0.30080,-1.9725E-5,0.021759,0.11285,0.029297
0.12056,0.050446,0.085212,0.30029,-1.9725E-5,0.022064,0.11291,0.030106
0.12062,0.046997,0.085251,0.29938,-1.9725E-5,0.023087,0.11295,0.028885
0.12070,0.050552,0.085311,0.29764,-1.9725E-5,0.024307,0.11300,0.026855
0.12076,0.048920,0.085350,0.29733,-1.9725E-5,0.021866,0.11306,0.025726
0.12084,0.049438,0.085390,0.29388,-1.9725E-5,0.021973,0.11312,0.025940
0.12089,0.049728,0.085429,0.29388,-1.9725E-5,0.025223,0.11318,0.025833
0.12097,0.051361,0.085468,0.28798,-1.9725E-5,0.023804,0.11324,0.023895
0.12105,0.051666,0.085508,0.28870,-1.9725E-5,0.023697,0.11330,0.023499
0.12113,0.050049,0.085567,0.28737,-1.9725E-5,0.021667,0.11336,0.024307
0.12121,0.046783,0.085626,0.28584,-1.9725E-5,0.022675,0.11342,0.026642
0.12129,0.048218,0.085666,0.28462,-1.9725E-5,0.026031,0.11348,0.024719
0.12137,0.050247,0.085705,0.27872,-1.9725E-5,0.020233,0.11354,0.026550
0.12147,0.051361,0.085764,0.27658,-1.9725E-5,0.020950,0.11360,0.025528
0.12155,0.048416,0.085823,0.27588,-1.9725E-5,0.025726,0.11366,0.029602
0.12162,0.050354,0.085883,0.27466,-1.9725E-5,0.025116,0.11369,0.026855
0.12172,0.050140,0.085922,0.27100,-1.9725E-5,0.023087,0.11375,0.027466
0.12180,0.048218,0.085981,0.26224,-1.9725E-5,0.021973,0.11381,0.031631
0.12190,0.050049,0.086021,0.26407,-1.9725E-5,0.023590,0.11385,0.031830
0.12198,0.050247,0.086080,0.25888,-1.9725E-5,0.024612,0.11389,0.029602
0.12206,0.051468,0.086139,0.25644,-1.9725E-5,0.021255,0.11393,0.030716
0.12214,0.052078,0.086198,0.25502,-1.9725E-5,0.022980,0.11397,0.030609
0.12222,0.049942,0.086257,0.25227,-1.9725E-5,0.024414,0.11403,0.029999
0.12229,0.053101,0.086317,0.25085,-1.9725E-5,0.023087,0.11407,0.029297
0.12239,0.051361,0.086356,0.24220,-1.9725E-5,0.021667,0.11411,0.026245
0.12247,0.051468,0.086415,0.24200,-1.9725E-5,0.021255,0.11417,0.028473
0.12255,0.048721,0.086474,0.23763,-1.9725E-5,0.024200,0.11423,0.027252
0.12263,0.049637,0.086534,0.23804,-1.9725E-5,0.024811,0.11427,0.025528
0.12271,0.053909,0.086573,0.23041,-1.9725E-5,0.024719,0.11433,0.024109
0.12279,0.052078,0.086632,0.22816,-1.9725E-5,0.020645,0.11439,0.025620
0.12287,0.051254,0.086691,0.22531,-1.9725E-5,0.022675,0.11444,0.025024
0.12297,0.052582,0.086731,0.22185,-1.9725E-5,0.025024,0.11450,0.021759
0.12304,0.054413,0.086790,0.21992,-1.9725E-5,0.021973,0.11456,0.022583
0.12312,0.050354,0.086849,0.21149,-1.9725E-5,0.020142,0.11460,0.027466
0.12322,0.048828,0.086908,0.21210,-1.9725E-5,0.024506,0.11466,0.027359
0.12330,0.052490,0.086968,0.20609,-1.9725E-5,0.026443,0.11472,0.027466
0.12340,0.054718,0.087027,0.20416,-1.9725E-5,0.022675,0.11478,0.026337
0.12348,0.052490,0.087086,0.20161,-1.9725E-5,0.022980,0.11484,0.031128
0.12358,0.051468,0.087145,0.19743,-1.9725E-5,0.022888,0.11490,0.031326
0.12366,0.052780,0.087204,0.19540,-1.9725E-5,0.026749,0.11496,0.027054
0.12375,0.051575,0.087263,0.18646,-1.9725E-5,0.022476,0.11502,0.028885
0.12383,0.052078,0.087303,0.18788,-1.9725E-5,0.020645,0.11508,0.029495
0.12391,0.052185,0.087362,0.18483,-1.9725E-5,0.022980,0.11513,0.029388
0.12399,0.051575,0.087421,0.18015,-1.9725E-5,0.022675,0.11519,0.029602
0.12407,0.054520,0.087461,0.17934,-1.9725E-5,0.021561,0.11527,0.028580
0.12415,0.052490,0.087500,0.17395,-1.9725E-5,0.021973,0.11533,0.028778
0.12425,0.051254,0.087559,0.17171,-1.9725E-5,0.023697,0.11541,0.027466
0.12433,0.052185,0.087599,0.16591,-1.9725E-5,0.025116,0.11547,0.024307
0.12441,0.054108,0.087658,0.16499,-1.9725E-5,0.020950,0.11555,0.022675
0.12448,0.052490,0.087697,0.16083,-1.9725E-5,0.022171,0.11563,0.026138
0.12456,0.051666,0.087737,0.16083,-1.9725E-5,0.022980,0.11569,0.023087
0.12464,0.053711,0.087796,0.15939,-1.9725E-5,0.023697,0.11577,0.024414
0.12472,0.052185,0.087835,0.15431,-1.9725E-5,0.021255,0.11584,0.027054
0.12480,0.052490,0.087875,0.15207,-1.9725E-5,0.022476,0.11592,0.028885
0.12488,0.050140,0.087914,0.14912,-1.9725E-5,0.022888,0.11598,0.029694
0.12494,0.052887,0.087954,0.15034,-1.9725E-5,0.025421,0.11606,0.028778
0.12502,0.052582,0.087993,0.14679,-1.9725E-5,0.023499,0.11614,0.029495
0.12508,0.053497,0.088033,0.13916,-1.9725E-5,0.022369,0.11620,0.029602
0.12516,0.052185,0.088052,0.14200,-1.9725E-5,0.022675,0.11628,0.028580
0.12521,0.051254,0.088092,0.14169,-1.9725E-5,0.024612,0.11634,0.026947
0.12529,0.054306,0.088151,0.13345,-1.9725E-5,0.021255,0.11640,0.025940
0.12535,0.050751,0.088190,0.13620,-1.9725E-5,0.022980,0.11648,0.028473
0.12543,0.052185,0.088230,0.13101,-1.9725E-5,0.023193,0.11654,0.025620
0.12551,0.052887,0.088269,0.13284,-1.9725E-5,0.023895,0.11659,0.023804
0.12557,0.052490,0.088329,0.12979,-1.9725E-5,0.021561,0.11667,0.024109
0.12563,0.054306,0.088368,0.12573,-1.9725E-5,0.022781,0.11673,0.024918
0.12571,0.049728,0.088427,0.12186,-1.9725E-5,0.025116,0.11681,0.025620
0.12579,0.053711,0.088486,0.12227,-1.9725E-5,0.024506,0.11687,0.022980
0.12585,0.050964,0.088546,0.11769,-1.9725E-5,0.022064,0.11693,0.022476
0.12592,0.053711,0.088605,0.11464,-1.9725E-5,0.022476,0.11701,0.027466
0.12598,0.050552,0.088664,0.11301,-1.9725E-5,0.024612,0.11709,0.027252
0.12604,0.053192,0.088723,0.11148,-1.9725E-5,0.024002,0.11715,0.025726
0.12612,0.052490,0.088802,0.10233,-1.9725E-5,0.021866,0.11721,0.026031
0.12618,0.052582,0.088861,0.10071,-1.9725E-5,0.021255,0.11727,0.029999
0.12624,0.050247,0.088920,0.10162,-1.9725E-5,0.023804,0.11734,0.028992
0.12630,0.052689,0.088999,0.097351,-1.9725E-5,0.024002,0.11740,0.026443
0.12638,0.051254,0.089058,0.096939,-1.9725E-5,0.021454,0.11746,0.027054
0.12644,0.053406,0.089118,0.090424,-1.9725E-5,0.023590,0.11754,0.027359
0.12650,0.052887,0.089196,0.089508,-1.9725E-5,0.023697,0.11760,0.026642
0.12656,0.052277,0.089256,0.086365,-1.9725E-5,0.024506,0.11766,0.023087
0.12663,0.051773,0.089315,0.084732,-1.9725E-5,0.022888,0.11772,0.023895
0.12669,0.052383,0.089374,0.080261,-1.9725E-5,0.021973,0.11780,0.025833
0.12675,0.050140,0.089433,0.079651,-1.9725E-5,0.022476,0.11786,0.023590
0.12683,0.051254,0.089492,0.080261,-1.9725E-5,0.024506,0.11792,0.023804
0.12689,0.053406,0.089551,0.076385,-1.9725E-5,0.022171,0.11798,0.024414
0.12697,0.053299,0.089611,0.071915,-1.9725E-5,0.022583,0.11803,0.025330
0.12703,0.049637,0.089670,0.072723,-1.9725E-5,0.025330,0.11809,0.027771
0.12711,0.053406,0.089709,0.069778,-1.9725E-5,0.025940,0.11815,0.024002
0.12719,0.054108,0.089768,0.066422,-1.9725E-5,0.021759,0.11821,0.026138
0.12725,0.050247,0.089828,0.067749,-1.9725E-5,0.020752,0.11829,0.026031
0.12731,0.050751,0.089887,0.066223,-1.9725E-5,0.023804,0.11835,0.025833
0.12738,0.054016,0.089926,0.064392,-1.9725E-5,0.025024,0.11841,0.024719
0.12744,0.053406,0.089966,0.064590,-1.9725E-5,0.022171,0.11849,0.026642
0.12752,0.052078,0.090025,0.061234,-1.9725E-5,0.021057,0.11855,0.027863
0.12758,0.049637,0.090064,0.062958,-1.9725E-5,0.024612,0.11861,0.025024
0.12764,0.051971,0.090104,0.058990,-1.9725E-5,0.023499,0.11867,0.024002
0.12772,0.054306,0.090143,0.059601,-1.9725E-5,0.022171,0.11872,0.025833
0.12778,0.049942,0.090202,0.056961,-1.9725E-5,0.023087,0.11878,0.025620
0.12784,0.049835,0.090242,0.059097,-1.9725E-5,0.025223,0.11884,0.025024
0.12792,0.052490,0.090281,0.056458,-1.9725E-5,0.024918,0.11890,0.022476
0.12798,0.053406,0.090321,0.053802,-1.9725E-5,0.022064,0.11896,0.024002
0.12805,0.051666,0.090380,0.054626,-1.9725E-5,0.022980,0.11902,0.026031
0.12813,0.050354,0.090419,0.053711,-1.9725E-5,0.023895,0.11908,0.024612
0.12821,0.052689,0.090459,0.055740,-1.9725E-5,0.024811,0.11914,0.022583
0.12827,0.052689,0.090498,0.053406,-1.9725E-5,0.023193,0.11920,0.024200
0.12835,0.051056,0.090557,0.052887,-1.9725E-5,0.023087,0.11926,0.026749
0.12843,0.050751,0.090597,0.051575,-1.9725E-5,0.024918,0.11932,0.025726
0.12851,0.051361,0.090636,0.053406,-1.9725E-5,0.025421,0.11938,0.024506
0.12861,0.052277,0.090676,0.051468,-1.9725E-5,0.022980,0.11943,0.024506
0.12869,0.051163,0.090715,0.050446,-1.9725E-5,0.022675,0.11949,0.026550
0.12876,0.051254,0.090755,0.052277,-1.9725E-5,0.024002,0.11955,0.026031
0.12884,0.051254,0.090814,0.051361,-1.9725E-5,0.023285,0.11961,0.023804
0.12892,0.053192,0.090853,0.049026,-1.9725E-5,0.022675,0.11965,0.025116
0.12902,0.051880,0.090913,0.050140,-1.9725E-5,0.022675,0.11971,0.027252
0.12910,0.050659,0.090952,0.050247,-1.9725E-5,0.023392,0.11977,0.026138
0.12918,0.050858,0.091011,0.049133,-1.9725E-5,0.023087,0.11981,0.024506
0.12926,0.051971,0.091051,0.049225,-1.9725E-5,0.021973,0.11987,0.022980
0.12934,0.052078,0.091110,0.046585,-1.9725E-5,0.024414,0.11991,0.025726
0.12942,0.050552,0.091169,0.050659,-1.9725E-5,0.023804,0.11997,0.023392
0.12951,0.051056,0.091208,0.049225,-1.9725E-5,0.023392,0.12001,0.021667
0.12959,0.050140,0.091268,0.048721,-1.9725E-5,0.021362,0.12007,0.022583
0.12967,0.049133,0.091307,0.048828,-1.9725E-5,0.023895,0.12013,0.025421
0.12975,0.049530,0.091366,0.050140,-1.9725E-5,0.022583,0.12016,0.025620
0.12983,0.048309,0.091425,0.050446,-1.9725E-5,0.023895,0.12022,0.022476
0.12993,0.049835,0.091485,0.048309,-1.9725E-5,0.022980,0.12028,0.024002
0.13001,0.050140,0.091544,0.047913,-1.9725E-5,0.023804,0.12034,0.024414
0.13009,0.048828,0.091603,0.051056,-1.9725E-5,0.025421,0.12040,0.024109
0.13017,0.049835,0.091662,0.049835,-1.9725E-5,0.024506,0.12044,0.022583
0.13026,0.050552,0.091721,0.048615,-1.9725E-5,0.022675,0.12050,0.023499
0.13034,0.048721,0.091780,0.049332,-1.9725E-5,0.023285,0.12056,0.024002
0.13044,0.047806,0.091840,0.050552,-1.9725E-5,0.025223,0.12060,0.023193
0.13052,0.047501,0.091899,0.052185,-1.9725E-5,0.023392,0.12066,0.022888
0.13062,0.051361,0.091938,0.049332,-1.9725E-5,0.021667,0.12070,0.023590
0.13070,0.048920,0.091997,0.051666,-1.9725E-5,0.022888,0.12076,0.026031
0.13080,0.047699,0.092037,0.051971,-1.9725E-5,0.023590,0.12080,0.025620
0.13088,0.050446,0.092096,0.053299,-1.9725E-5,0.025726,0.12084,0.022278
0.13097,0.050751,0.092135,0.051971,-1.9725E-5,0.021255,0.12087,0.022278
0.13105,0.046173,0.092195,0.050964,-1.9725E-5,0.022583,0.12093,0.023804
0.13115,0.048111,0.092254,0.055939,-1.9725E-5,0.023590,0.12097,0.025330
0.13123,0.049637,0.092313,0.054413,-1.9725E-5,0.023392,0.12101,0.021866
0.13133,0.051056,0.092372,0.056458,-1.9725E-5,0.022064,0.12105,0.022064
0.13141,0.048920,0.092412,0.056656,-1.9725E-5,0.022476,0.12111,0.024811
0.13151,0.044037,0.092471,0.057358,-1.9725E-5,0.024307,0.12115,0.026245
0.13161,0.046997,0.092530,0.060211,-1.9725E-5,0.024002,0.12121,0.022064
0.13170,0.048004,0.092569,0.058075,-1.9725E-5,0.022583,0.12125,0.022583
0.13180,0.047302,0.092629,0.059204,-1.9725E-5,0.022171,0.12131,0.024307
0.13190,0.046387,0.092668,0.059509,-1.9725E-5,0.025024,0.12135,0.024002
0.13198,0.047699,0.092707,0.061935,-1.9725E-5,0.022888,0.12141,0.023193
0.13208,0.049942,0.092767,0.063568,-1.9725E-5,0.024612,0.12147,0.022064
0.13218,0.045776,0.092806,0.063370,-1.9725E-5,0.021973,0.12151,0.026031
0.13230,0.044037,0.092865,0.064789,-1.9725E-5,0.025116,0.12157,0.024002
0.13239,0.044952,0.092924,0.067642,-1.9725E-5,0.025833,0.12160,0.022171
0.13249,0.046692,0.092984,0.066010,-1.9725E-5,0.022675,0.12166,0.025528
0.13261,0.046890,0.093043,0.066315,-1.9725E-5,0.022980,0.12172,0.025620
0.13271,0.044952,0.093102,0.068359,-1.9725E-5,0.023087,0.12178,0.023499
0.13281,0.046280,0.093161,0.073242,-1.9725E-5,0.024002,0.12182,0.022476
0.13291,0.049332,0.093240,0.070496,-1.9725E-5,0.022980,0.12188,0.022583
0.13301,0.045670,0.093280,0.072113,-1.9725E-5,0.023193,0.12194,0.023697
0.13310,0.043945,0.093339,0.072830,-1.9725E-5,0.025330,0.12200,0.023804
0.13320,0.046692,0.093378,0.075882,-1.9725E-5,0.024612,0.12206,0.022064
0.13330,0.048111,0.093437,0.074860,-1.9725E-5,0.021973,0.12212,0.023697
0.13342,0.043228,0.093477,0.077606,-1.9725E-5,0.020447,0.12218,0.024918
0.13352,0.043427,0.093536,0.080658,-1.9725E-5,0.025421,0.12224,0.024002
0.13362,0.044449,0.093575,0.083008,-1.9725E-5,0.024719,0.12229,0.021454
0.13372,0.044861,0.093615,0.081573,-1.9725E-5,0.022888,0.12235,0.022171
0.13381,0.044037,0.093674,0.080353,-1.9725E-5,0.023392,0.12241,0.025620
0.13393,0.042114,0.093713,0.083008,-1.9725E-5,0.023499,0.12249,0.023804
0.13405,0.046280,0.093773,0.086761,-1.9725E-5,0.022476,0.12255,0.022980
0.13415,0.044754,0.093812,0.086563,-1.9725E-5,0.022369,0.12261,0.024002
0.13425,0.043945,0.093852,0.086151,-1.9725E-5,0.021973,0.12267,0.024109
0.13435,0.043228,0.093911,0.089508,-1.9725E-5,0.025620,0.12273,0.023697
0.13447,0.045258,0.093950,0.091553,-1.9725E-5,0.023697,0.12281,0.023087
0.13456,0.043121,0.094009,0.089508,-1.9725E-5,0.023895,0.12287,0.022171
0.13468,0.042816,0.094049,0.091034,-1.9725E-5,0.023193,0.12293,0.024918
0.13478,0.042923,0.094088,0.092972,-1.9725E-5,0.024612,0.12299,0.023392
0.13490,0.043945,0.094128,0.096634,-1.9725E-5,0.023804,0.12306,0.021255
0.13500,0.045364,0.094167,0.092972,-1.9725E-5,0.021973,0.12312,0.023590
0.13510,0.044861,0.094207,0.092056,-1.9725E-5,0.023499,0.12318,0.024109
0.13520,0.040787,0.094266,0.097855,-1.9725E-5,0.024109,0.12324,0.023804
0.13529,0.043121,0.094305,0.099274,-1.9725E-5,0.024414,0.12332,0.022583
0.13539,0.043228,0.094345,0.099991,-1.9725E-5,0.023895,0.12338,0.023499
0.13549,0.043228,0.094384,0.10019,-1.9725E-5,0.022888,0.12344,0.026642
0.13559,0.041901,0.094424,0.10172,-1.9725E-5,0.024506,0.12350,0.026031
0.13569,0.042511,0.094463,0.10385,-1.9725E-5,0.024307,0.12358,0.023499
0.13579,0.043335,0.094522,0.10416,-1.9725E-5,0.021454,0.12364,0.024612
0.13587,0.042419,0.094562,0.10345,-1.9725E-5,0.022888,0.12368,0.025330
0.13596,0.041809,0.094601,0.10660,-1.9725E-5,0.025116,0.12373,0.024307
0.13606,0.042816,0.094641,0.10773,-1.9725E-5,0.023590,0.12379,0.022171
0.13616,0.045166,0.094700,0.10599,-1.9725E-5,0.020950,0.12385,0.022888
0.13624,0.042419,0.094739,0.10579,-1.9725E-5,0.023697,0.12391,0.026337
0.13634,0.040680,0.094779,0.11067,-1.9725E-5,0.025223,0.12395,0.024612
0.13642,0.042007,0.094818,0.11168,-1.9725E-5,0.023590,0.12401,0.023087
0.13652,0.042114,0.094877,0.11098,-1.9725E-5,0.020844,0.12407,0.024109
0.13662,0.041092,0.094917,0.11118,-1.9725E-5,0.022980,0.12411,0.025421
0.13669,0.041092,0.094956,0.10965,-1.9725E-5,0.024414,0.12417,0.024918
0.13679,0.041702,0.094996,0.11464,-1.9725E-5,0.024002,0.12423,0.022476
0.13687,0.043839,0.095035,0.11433,-1.9725E-5,0.022476,0.12429,0.023804
0.13695,0.042923,0.095074,0.11362,-1.9725E-5,0.022171,0.12433,0.025940
0.13705,0.039154,0.095114,0.11444,-1.9725E-5,0.023697,0.12439,0.025024
0.13713,0.041199,0.095153,0.11453,-1.9725E-5,0.023697,0.12443,0.025421
0.13723,0.043533,0.095193,0.11586,-1.9725E-5,0.023392,0.12448,0.024612
0.13731,0.040894,0.095232,0.11636,-1.9725E-5,0.022980,0.12454,0.025421
0.13740,0.040375,0.095272,0.11800,-1.9725E-5,0.023285,0.12458,0.024200
0.13750,0.043640,0.095311,0.12146,-1.9725E-5,0.025726,0.12462,0.021973
0.13760,0.043640,0.095351,0.11922,-1.9725E-5,0.021454,0.12468,0.021973
0.13772,0.042206,0.095410,0.12024,-1.9725E-5,0.021362,0.12472,0.026550
0.13782,0.040176,0.095449,0.12074,-1.9725E-5,0.023285,0.12478,0.024506
0.13794,0.042419,0.095489,0.12166,-1.9725E-5,0.025833,0.12484,0.023895
0.13804,0.043335,0.095528,0.12430,-1.9725E-5,0.022171,0.12490,0.024612
0.13815,0.040588,0.095587,0.12318,-1.9725E-5,0.021362,0.12494,0.027664
0.13825,0.040176,0.095627,0.12471,-1.9725E-5,0.025421,0.12500,0.026031
0.13835,0.040176,0.095666,0.12695,-1.9725E-5,0.024811,0.12506,0.025726
0.13845,0.043427,0.095725,0.12399,-1.9725E-5,0.023193,0.12512,0.026443
0.13855,0.041901,0.095765,0.12257,-1.9725E-5,0.022888,0.12517,0.028885
0.13865,0.040894,0.095824,0.12613,-1.9725E-5,0.022675,0.12523,0.027145
0.13877,0.041199,0.095863,0.12878,-1.9725E-5,0.024200,0.12527,0.024002
0.13886,0.043640,0.095903,0.13062,-1.9725E-5,0.022583,0.12533,0.025940
0.13898,0.039978,0.095942,0.12482,-1.9725E-5,0.023087,0.12539,0.026031
0.13908,0.040283,0.096002,0.12918,-1.9725E-5,0.024719,0.12543,0.027771
0.13918,0.040680,0.096041,0.13295,-1.9725E-5,0.023697,0.12549,0.024811
0.13928,0.043335,0.096080,0.12949,-1.9725E-5,0.023087,0.12555,0.023499
0.13938,0.041092,0.096120,0.12807,-1.9725E-5,0.022278,0.12561,0.025620
0.13948,0.040985,0.096179,0.12979,-1.9725E-5,0.023590,0.12567,0.023804
0.13957,0.041397,0.096219,0.13153,-1.9725E-5,0.025116,0.12571,0.021057
0.13969,0.042007,0.096258,0.12949,-1.9725E-5,0.024506,0.12577,0.024109
0.13979,0.042114,0.096317,0.13010,-1.9725E-5,0.020752,0.12583,0.025528
0.13989,0.038544,0.096376,0.13040,-1.9725E-5,0.025330,0.12588,0.025421
0.14001,0.042114,0.096416,0.13448,-1.9725E-5,0.025421,0.12594,0.024918
0.14011,0.043121,0.096475,0.13356,0.0000,0.021454,0.12600,0.026337
0.14021,0.040894,0.096514,0.13153,0.0000,0.023392,0.12606,0.025528
0.14030,0.039673,0.096574,0.13153,0.0000,0.025223,0.12612,0.025024
0.14040,0.040985,0.096633,0.13519,0.0000,0.024002,0.12618,0.026245
0.14050,0.041504,0.096692,0.13306,0.0000,0.023087,0.12624,0.027252
0.14058,0.040894,0.096751,0.13092,0.0000,0.023193,0.12628,0.029083
0.14068,0.040375,0.096810,0.13651,0.0000,0.024002,0.12634,0.026855
0.14078,0.042923,0.096850,0.13550,0.0000,0.024506,0.12638,0.025421
0.14088,0.042114,0.096909,0.13580,0.0000,0.022369,0.12644,0.024918
0.14097,0.041092,0.096948,0.13406,0.0000,0.023697,0.12648,0.027054
0.14105,0.040375,0.097008,0.13081,0.0000,0.024918,0.12654,0.026749
0.14115,0.040482,0.097047,0.13651,0.0000,0.022369,0.12660,0.024109
0.14125,0.042419,0.097086,0.13367,0.0000,0.022369,0.12663,0.023804
0.14135,0.040375,0.097146,0.13417,0.0000,0.022476,0.12669,0.027054
0.14145,0.039673,0.097185,0.13611,0.0000,0.023285,0.12675,0.025421
0.14153,0.040894,0.097225,0.13702,0.0000,0.024612,0.12681,0.023590
0.14161,0.040985,0.097264,0.13051,0.0000,0.022888,0.12685,0.023697
0.14168,0.041504,0.097303,0.13284,0.0000,0.024109,0.12689,0.027145
0.14176,0.040894,0.097363,0.13437,0.0000,0.023193,0.12695,0.024612
0.14186,0.042114,0.097402,0.13641,0.0000,0.023392,0.12699,0.024414
0.14194,0.042419,0.097441,0.13184,0.0000,0.022583,0.12703,0.025940
0.14202,0.040985,0.097501,0.13162,0.0000,0.022171,0.12707,0.026138
0.14210,0.039871,0.097540,0.13356,0.0000,0.025223,0.12709,0.026947
0.14218,0.043839,0.097580,0.13641,0.0000,0.024612,0.12713,0.025940
0.14224,0.045166,0.097619,0.12970,0.0000,0.021759,0.12717,0.026642
0.14232,0.043228,0.097678,0.13010,0.0000,0.022888,0.12721,0.027969
0.14239,0.040070,0.097737,0.13071,0.0000,0.025116,0.12727,0.027771
0.14247,0.042114,0.097777,0.13326,0.0000,0.025421,0.12731,0.026337
0.14255,0.044952,0.097816,0.12970,0.0000,0.021973,0.12734,0.027557
0.14263,0.040375,0.097875,0.12939,0.0000,0.021362,0.12740,0.028671
0.14271,0.039764,0.097915,0.12970,0.0000,0.025421,0.12744,0.026337
0.14281,0.040375,0.097974,0.13040,0.0000,0.023895,0.12746,0.027252
0.14289,0.043732,0.098014,0.12990,0.0000,0.020844,0.12750,0.028381
0.14299,0.043335,0.098053,0.12827,0.0000,0.021255,0.12754,0.027466
0.14307,0.041092,0.098112,0.12939,0.0000,0.022888,0.12758,0.025940
0.14316,0.041290,0.098152,0.12898,0.0000,0.023499,0.12760,0.024719
0.14324,0.043732,0.098191,0.12726,0.0000,0.021454,0.12762,0.024506
0.14334,0.041199,0.098250,0.12848,0.0000,0.024612,0.12766,0.026245
0.14342,0.040787,0.098290,0.12827,0.0000,0.023087,0.12768,0.026138
0.14350,0.041199,0.098349,0.12704,0.0000,0.023895,0.12772,0.025116
0.14358,0.042816,0.098408,0.12360,0.0000,0.022675,0.12774,0.023590
0.14366,0.042923,0.098467,0.12369,0.0000,0.022171,0.12780,0.026245
0.14374,0.042007,0.098526,0.12521,0.0000,0.024719,0.12784,0.024612
0.14383,0.042206,0.098586,0.12756,0.0000,0.024002,0.12790,0.022888
0.14391,0.045471,0.098645,0.11911,-1.9725E-5,0.021866,0.12796,0.023590
0.14399,0.043945,0.098684,0.11667,-1.9725E-5,0.021149,0.12802,0.025833
0.14407,0.041092,0.098743,0.12360,-1.9725E-5,0.025330,0.12807,0.026138
0.14417,0.041809,0.098803,0.12257,-1.9725E-5,0.025116,0.12815,0.023895
0.14427,0.043533,0.098842,0.11871,-1.9725E-5,0.022583,0.12821,0.024506
