datetime,temperature,humidity,wind_speed,PM2.5,PM10,O3,NO2,SO2,CO
2026-03-29 01:00:00,9.8,100,0.3,69.50666666666666,96.11333333333334,54.00666666666667,39.959999999999994,2.0,0.5573333333333332
2026-03-29 02:00:00,9.6,100,0.2,70.3,97.07333333333334,53.03333333333333,40.94666666666666,2.0,0.5706666666666667
2026-03-29 03:00:00,9.5,100,1.5,71.16,97.21333333333334,52.06666666666666,40.99999999999999,2.0,0.662
2026-03-29 04:00:00,9.7,100,4.4,70.06666666666666,97.10000000000001,52.60666666666666,40.30666666666666,2.0,0.562
2026-03-29 05:00:00,10.3,99,4.0,66.87333333333333,94.52000000000001,55.959999999999994,37.43999999999999,2.0,0.462
2026-03-29 06:00:00,11.5,92,3.9,62.873333333333335,89.91333333333334,62.75999999999999,32.71999999999999,2.0,0.3786666666666667
2026-03-29 07:00:00,13.1,85,3.6,58.873333333333335,81.81333333333335,69.55999999999999,27.999999999999993,2.0,0.2973333333333334
2026-03-29 08:00:00,14.7,78,3.3,54.873333333333335,73.71333333333335,76.35999999999999,23.22666666666666,2.0,0.21600000000000005
2026-03-29 09:00:00,16.3,71,2.7,50.873333333333335,65.50000000000001,83.25999999999999,18.453333333333326,2.0,0.13866666666666674
2026-03-29 10:00:00,17.7,65,4.4,46.873333333333335,57.49333333333335,90.18666666666665,13.679999999999993,2.1733333333333333,0.06133333333333341
2026-03-29 11:00:00,18.8,60,3.6,42.873333333333335,53.26666666666668,91.45,24.483333333333334,2.2733333333333334,0.3
2026-03-29 12:00:00,19.5,57,4.0,39.68,49.113333333333344,95.46333333333334,22.2,2.3733333333333335,0.26
2026-03-29 13:00:00,19.8,56,2.7,38.68,46.88666666666668,98.71666666666667,21.2,2.4200000000000004,0.25
2026-03-29 14:00:00,19.9,55,1.8,38.29333333333334,46.73333333333334,98.88333333333334,20.56,2.4666666666666672,0.22066666666666665
2026-03-29 15:00:00,19.6,57,2.4,39.29333333333334,48.66000000000001,97.88333333333334,21.56,2.513333333333334,0.256
2026-03-29 16:00:00,18.8,60,2.3,42.29333333333334,52.66000000000001,93.41666666666667,24.56,2.6066666666666674,0.356
2026-03-29 17:00:00,17.5,66,20.3,46.60666666666667,58.286666666666676,87.85666666666667,29.02,3.0066666666666673,0.45466666666666666
2026-03-29 18:00:00,15.8,74,20.6,52.14,66.47333333333334,80.17,35.166666666666664,3.0066666666666673,0.5546666666666668
2026-03-29 19:00:00,14.1,82,21.1,57.946666666666665,74.80000000000001,73.93,41.166666666666664,3.0066666666666673,0.5733333333333334
2026-03-29 20:00:00,12.6,88,18.4,62.199999999999996,80.78666666666668,69.05666666666667,45.50666666666666,3.0066666666666673,0.5853333333333334
2026-03-29 21:00:00,11.5,92,13.1,64.24666666666667,83.82666666666668,67.05666666666667,47.57999999999999,3.0066666666666673,0.6753333333333333
2026-03-29 22:00:00,10.8,96,15.0,66.29333333333334,86.86666666666669,65.05666666666667,49.65333333333332,3.0066666666666673,0.7486666666666667
2026-03-29 23:00:00,10.4,98,10.4,68.84666666666666,95.92,55.0,37.986666666666665,2.0,0.48733333333333334
2026-03-30 00:00:00,10.1,100,6.4,69.69333333333333,97.07333333333334,54.0,38.97333333333333,2.0,0.5106666666666666
2026-03-30 01:00:00,9.9,100,5.9,70.54666666666667,98.11333333333334,53.0,39.959999999999994,2.0,0.5573333333333332
