污染物,R2,RMSE,MAE,sMAPE(%)
PM2.5,0.1694214036786006,14.710124679197094,12.334479672003914,37.678871305180856
PM10,0.09092194014739752,23.866346925139343,20.45895710987052,43.199820024682865
O3,-1.3749781492116941,32.29867431818192,27.482745166859253,101.85778623334028
NO2,-1.7574675789781264,22.887136966318895,19.293988722563586,70.40195251573161
SO2,-1.2969446568221286,1.2109098055596619,1.0357200538358007,76.61248972351899
CO,-5.399821852324348,0.5612128929122429,0.48698519515477795,139.60081286477248
