污染物,R2,RMSE,MAE,sMAPE(%)
PM2.5,0.6926057736746136,8.948986214487796,5.020295822231988,13.779163477122989
PM10,0.7199197486842936,13.247276613895421,7.378963660834454,13.836637313854746
O3,0.8756982289077562,7.3891340688893665,3.9980619111709292,17.074196476439994
NO2,0.8238911112033949,5.783981558137278,2.845585464333782,10.555994586163294
SO2,-0.5922740553670136,1.008197090262078,0.8778734858681023,64.40271452013566
CO,-3.907163516739625,0.49142694142850607,0.41893405114401056,120.75898900717577
