污染物,R2,RMSE,MAE,sMAPE(%)
PM2.5,0.5041843529992185,9.872895183428106,8.875317217475752,26.365201492312266
PM10,0.6766206954752011,13.624803216407749,11.563323267446174,24.69899639210012
O3,0.8049670199830361,8.758378525419095,7.946140334126843,40.980417563362856
NO2,0.9670682545110515,2.5146903219685246,1.7617054483597958,7.214958231372251
SO2,0.9040457611684399,0.25261049927425105,0.1903310369884999,13.854174896606409
CO,0.9408010461033052,0.05429294269807519,0.04035125907033915,14.923343362995062
